ERROR   2017-12-04 10:35:03,703 [main] com.senla.library.util.FileWorker  - java.io.FileNotFoundException: data\order.ser (Системе не удается найти указанный путь)
ERROR   2017-12-04 10:35:03,705 [main] com.senla.library.util.FileWorker  - java.io.FileNotFoundException: data\request.ser (Системе не удается найти указанный путь)
ERROR   2017-12-04 10:44:15,259 [main] com.senla.library.util.FileWorker  - java.io.FileNotFoundException: data\order.ser (Системе не удается найти указанный путь)
ERROR   2017-12-04 10:44:15,262 [main] com.senla.library.util.FileWorker  - java.io.FileNotFoundException: data\request.ser (Системе не удается найти указанный путь)
ERROR   2017-12-04 10:44:17,132 [main] com.senla.library.ui.Builder  - java.util.NoSuchElementException
ERROR   2017-12-04 10:49:18,377 [main] com.senla.library.util.FileWorker  - java.io.FileNotFoundException: data\order.ser (Системе не удается найти указанный путь)
ERROR   2017-12-04 10:49:18,379 [main] com.senla.library.util.FileWorker  - java.io.FileNotFoundException: data\request.ser (Системе не удается найти указанный путь)
ERROR   2017-12-04 11:09:16,120 [main] com.senla.library.util.FileWorker  - java.io.FileNotFoundException: data\order.ser (Системе не удается найти указанный путь)
ERROR   2017-12-04 11:09:16,122 [main] com.senla.library.util.FileWorker  - java.io.FileNotFoundException: data\request.ser (Системе не удается найти указанный путь)
ERROR   2017-12-04 11:13:31,371 [main] com.senla.library.util.FileWorker  - java.io.FileNotFoundException: data\order.ser (Системе не удается найти указанный путь)
ERROR   2017-12-04 11:13:31,373 [main] com.senla.library.util.FileWorker  - java.io.FileNotFoundException: data\request.ser (Системе не удается найти указанный путь)
ERROR   2017-12-04 11:31:12,731 [main] com.senla.library.ui.Builder  - java.lang.IndexOutOfBoundsException: Index: 10, Size: 10
ERROR   2017-12-04 19:11:23,245 [main] com.senla.library.ui.Builder  - java.util.NoSuchElementException
ERROR   2017-12-05 01:05:58,677 [main] com.senla.library.ui.Builder  - java.lang.NumberFormatException: For input string: "id";"title";"publicationDate";"price";"description";"request Id";"onStock"
ERROR   2017-12-05 01:06:19,976 [main] com.senla.library.util.FileWorker  - java.io.FileNotFoundException: data\order.ser (Системе не удается найти указанный путь)
ERROR   2017-12-05 01:06:19,978 [main] com.senla.library.util.FileWorker  - java.io.FileNotFoundException: data\request.ser (Системе не удается найти указанный путь)
ERROR   2017-12-05 01:06:28,335 [main] com.senla.library.ui.Builder  - java.lang.NumberFormatException: For input string: "id";"title";"publicationDate";"price";"description";"request Id";"onStock"
ERROR   2017-12-05 01:09:16,047 [main] com.senla.library.ui.Builder  - java.lang.NumberFormatException: For input string: "1011";"1984";"11/11/2004";"30.0";"description1984";"null";"false"
ERROR   2017-12-05 01:11:28,527 [main] com.senla.library.ui.Builder  - java.lang.NumberFormatException: For input string: "1011";"1984";"11/11/2004";"30.0";"description1984";"null";"false"
ERROR   2017-12-06 05:57:02,596 [main] com.senla.library.ui.Builder  - java.lang.NumberFormatException: For input string: "null"
ERROR   2017-12-06 06:00:20,545 [main] com.senla.library.ui.Builder  - java.lang.NumberFormatException: For input string: "null"
ERROR   2017-12-06 06:41:03,833 [main] com.senla.library.util.DateConverter  - java.text.ParseException: Unparseable date: "11.11.2004"
ERROR   2017-12-06 06:41:03,838 [main] com.senla.library.util.DateConverter  - java.text.ParseException: Unparseable date: "11.11.2011"
ERROR   2017-12-06 06:41:03,838 [main] com.senla.library.util.DateConverter  - java.text.ParseException: Unparseable date: "10.10.2013"
ERROR   2017-12-06 06:41:03,838 [main] com.senla.library.util.DateConverter  - java.text.ParseException: Unparseable date: "12.12.2012"
ERROR   2017-12-06 06:41:03,838 [main] com.senla.library.util.DateConverter  - java.text.ParseException: Unparseable date: "11.11.2015"
ERROR   2017-12-06 06:43:17,101 [main] com.senla.library.util.DateConverter  - java.text.ParseException: Unparseable date: "11.11.2004"
ERROR   2017-12-06 06:43:17,104 [main] com.senla.library.util.DateConverter  - java.text.ParseException: Unparseable date: "11.11.2011"
ERROR   2017-12-06 06:43:17,104 [main] com.senla.library.util.DateConverter  - java.text.ParseException: Unparseable date: "10.10.2013"
ERROR   2017-12-06 06:43:17,104 [main] com.senla.library.util.DateConverter  - java.text.ParseException: Unparseable date: "12.12.2012"
